epoch,acc,loss,val_acc,val_loss
0,0.99609375,0.011058516359480564,0.97953125,0.07846551602022372
1,0.9976953125,0.0067991220000112665,0.97046875,0.12283163130981847
2,0.9983984375,0.00538377129932087,0.9871875,0.047716676048003136
3,0.9979296875,0.006154160595888243,0.98765625,0.03779074881276756
4,0.9985546875,0.004790453641539898,0.985625,0.0541777362934954
5,0.9986328125,0.0051622608041361675,0.9884375,0.03764437318779528
6,0.9984375,0.004930313769255008,0.9884375,0.0432772111860686
7,0.998125,0.0054442620732697835,0.98625,0.04922780752676772
8,0.99859375,0.00409010244725323,0.98703125,0.053611899010393246
9,0.998671875,0.004629246798504028,0.9878125,0.04734263397316681
