epoch,acc,loss,val_acc,val_loss
0,0.9983984375,0.004769787751911281,0.99109375,0.03269220876027248
1,0.9987890625,0.0041350840246877855,0.988125,0.04014975677448092
2,0.998984375,0.0038374110135373485,0.9903125,0.03703991578797286
3,0.99828125,0.004683676803279013,0.98640625,0.0591444645030424
4,0.9990234375,0.003407955132392999,0.984375,0.0544326177048788
5,0.9990625,0.0038389564680392143,0.98421875,0.06438716893542733
6,0.9993359375,0.002868129822568335,0.9740625,0.10492392153078982
7,0.998828125,0.0034246174346310456,0.98984375,0.0383720329575226
8,0.998828125,0.003772771326748625,0.98875,0.04092683625873178
9,0.9991015625,0.0034487180353426085,0.9865625,0.039629363449203085
