epoch,acc,loss,val_acc,val_loss
0,0.9975,0.007498714555249535,0.9859375,0.05655571933937608
1,0.997890625,0.006308233928330083,0.98828125,0.040733721297438026
2,0.998125,0.0060182500555492876,0.98890625,0.03635668290044123
3,0.998203125,0.006007156150708397,0.9771875,0.08715300765121356
4,0.9986328125,0.004892028273452524,0.9834375,0.06480677025436307
5,0.9984765625,0.005127088552208079,0.98703125,0.04955690219110693
6,0.9984765625,0.004787181995411629,0.98375,0.04836198508462985
7,0.9984765625,0.004188031833368768,0.97875,0.09611506952962373
8,0.998671875,0.003817164585871069,0.984375,0.05552587428261177
9,0.9984765625,0.004386165491152952,0.988125,0.04325160647512348
