epoch,acc,loss,val_acc,val_loss
0,0.9965234375,0.01050170810201962,0.9796875,0.06755542336846702
1,0.9975390625,0.00782118921259098,0.97984375,0.06208376773574855
2,0.9974609375,0.0071841832818427065,0.98453125,0.05850468575110426
3,0.9975,0.0071128522748222164,0.988125,0.037534710089676085
4,0.997890625,0.006568434090331721,0.97171875,0.12017773736035452
5,0.998203125,0.0052127273461155706,0.98890625,0.03551031183626037
6,0.9983203125,0.005752360355418204,0.98875,0.035272347602876834
7,0.9980859375,0.005508361544179934,0.9865625,0.04242315469513414
8,0.998046875,0.005764808196854574,0.98671875,0.04725059927121038
9,0.998046875,0.006505984781197185,0.985625,0.04580095877172426
