epoch,acc,loss,val_acc,val_loss
0,0.9984765625,0.005190384938778152,0.98921875,0.03495648264608462
1,0.9981640625,0.005013333998185772,0.98,0.06926125718891854
2,0.9987109375,0.004488225162654089,0.9890625,0.03512075637216185
3,0.9987109375,0.004560183404159943,0.98921875,0.03405132456100546
4,0.9996484375,0.0022612853976715997,0.986875,0.04237946673158149
5,0.99828125,0.005414454756046325,0.98765625,0.04636872290124302
6,0.998359375,0.0046731655043276985,0.98890625,0.040874725424946516
7,0.99875,0.0046116668300146555,0.9875,0.04411450878948017
8,0.998828125,0.003576690829602285,0.98953125,0.04048868334321014
9,0.9991015625,0.003394466437207484,0.98828125,0.04244213811525697
