epoch,acc,loss,val_acc,val_loss
0,0.999453125,0.0020608441751366513,0.9871875,0.06702524420304826
1,0.999609375,0.0009999197962472196,0.98640625,0.06835587486473173
2,0.99890625,0.0021323055366503853,0.98640625,0.06676023175876367
3,0.999765625,0.0007263046714420796,0.988125,0.05907172560894196
4,0.9995703125,0.0010165531744543799,0.9875,0.06252775473346958
5,0.9996484375,0.0012083661997307614,0.97171875,0.15679994851240964
6,0.9990625,0.002251565498972674,0.98875,0.05900286261026651
7,0.9994921875,0.001686725254694217,0.98953125,0.055407036199391656
8,0.9994140625,0.001330044741378096,0.98859375,0.05844650711108898
9,0.9992578125,0.0016193052987989098,0.98609375,0.07117288100065594
