epoch,acc,loss,val_acc,val_loss
0,0.9994140625,0.0019052835888861352,0.99015625,0.05359240275327579
1,0.999296875,0.0027976925593465652,0.98828125,0.057063058361893584
2,0.9998828125,0.0007104538581297248,0.99015625,0.05196023803857315
3,0.9990234375,0.0032481585845891914,0.9896875,0.05634056953177094
4,0.9997265625,0.0010606301430632925,0.98703125,0.05549100368322797
5,0.9994921875,0.001594096553456552,0.9890625,0.05355270462728186
6,0.999296875,0.0020014780503225184,0.98484375,0.06361483882288667
7,0.999609375,0.0013087199506204073,0.98890625,0.05304666094097001
8,0.9999609375,0.0006515165910872156,0.988125,0.06141025995134896
9,0.9993359375,0.0022508939991214305,0.985625,0.06966707057698159
