epoch,acc,loss,val_acc,val_loss
0,0.9990625,0.003019273933246751,0.98640625,0.05783374045609491
1,0.999140625,0.0022625094253187683,0.96515625,0.20147887895291205
2,0.999296875,0.002664541350154366,0.9865625,0.0651454345438151
3,0.999453125,0.0018821939393332343,0.98796875,0.06845077214461753
4,0.999375,0.0019431591454471331,0.9875,0.05348605070988583
5,0.9990234375,0.0019333354743704234,0.988125,0.06021182858109228
6,0.9993359375,0.0018255201367880858,0.98625,0.07550087382208404
7,0.999765625,0.0011607639627225197,0.9896875,0.05064483428906328
8,0.9991015625,0.0024804213471343673,0.9796875,0.12434462082724167
9,0.9994921875,0.0021246388098794533,0.989375,0.04947829481115207
