epoch,acc,loss,val_acc,val_loss
0,0.99765625,0.00608117876444993,0.9853125,0.06631876615439979
1,0.99921875,0.002832648509465088,0.9834375,0.08448584600767163
2,0.999140625,0.0028739813170145113,0.9821875,0.09542046050290082
3,0.9989453125,0.002714953803198625,0.986875,0.06476609202749899
4,0.9991796875,0.0027568627540229327,0.974375,0.16914526081945952
5,0.9993359375,0.002436811707325859,0.98875,0.0546699834963735
6,0.999296875,0.002060293033816194,0.97296875,0.15643842460764518
7,0.9991015625,0.0023343374795750547,0.98796875,0.06701037119093144
8,0.999375,0.0016702816885105064,0.9790625,0.12053652886153259
9,0.9994921875,0.001736165125447897,0.9875,0.06398039431088932
