epoch,acc,loss,val_acc,val_loss
0,0.859921875,0.3298531050235033,0.90109375,0.2631531357765198
1,0.895078125,0.253127672187984,0.908125,0.2331667038798332
2,0.90046875,0.24108750075101854,0.91453125,0.22323556050658225
3,0.910078125,0.23182713540270924,0.91546875,0.21673349633812905
4,0.912421875,0.22398516945540906,0.9096875,0.22393973000347614
5,0.9120703125,0.22082421218976378,0.91703125,0.20839915797114372
6,0.918125,0.21519865663722157,0.92234375,0.20132349774241448
7,0.9208984375,0.2092470927722752,0.925625,0.2000031815469265
8,0.924296875,0.20477275164797903,0.92921875,0.1929445707052946
9,0.9240625,0.20478920873254539,0.92640625,0.1946078681945801
