epoch,acc,loss,val_acc,val_loss
0,0.9989453125,0.0031410212366876776,0.9825,0.0864355896329289
1,0.9994140625,0.0020142577510096514,0.9859375,0.0725724587992363
2,0.999765625,0.0009646592228862972,0.98296875,0.09068528196738043
3,0.99875,0.003272003360699074,0.98375,0.08342932766900049
4,0.99890625,0.003059790386882355,0.98546875,0.06902649738685113
5,0.9992578125,0.0023734121078537386,0.9871875,0.06490260042865885
6,0.9998046875,0.0008037144204783431,0.9865625,0.07443337050049877
7,0.999375,0.0015105223379664778,0.98390625,0.0785574862620939
8,0.9988671875,0.0030757338035326143,0.93515625,0.35393711329437794
9,0.9988671875,0.0025449643935880318,0.9875,0.0637099623279846
