epoch,acc,loss,val_acc,val_loss
0,0.9716796875,0.07441333139548079,0.9753125,0.07774454305414111
1,0.97671875,0.06232793111295905,0.975,0.08061522044241429
2,0.98015625,0.050662251876783554,0.97640625,0.07604830718133598
3,0.981171875,0.05190784981183242,0.97484375,0.07753361930488609
4,0.981640625,0.04870910737256054,0.9734375,0.0797997384890914
5,0.9819140625,0.049273883289424704,0.96125,0.10983345141634344
6,0.983671875,0.04302250664128224,0.96859375,0.09506023314315826
7,0.98390625,0.04418742722598836,0.97875,0.06502594791993033
8,0.9834765625,0.04354406684025889,0.97921875,0.06884177322965115
9,0.9833984375,0.041556480949220716,0.974375,0.08076896933605894
