epoch,acc,loss,val_acc,val_loss
0,0.9996875,0.0010131948928616197,0.978125,0.12896499540369405
1,0.99953125,0.0015945944119837208,0.98796875,0.0765796426419439
2,0.9996875,0.0007563981455373536,0.98875,0.06796435837211888
3,0.999453125,0.0017448836395213085,0.97546875,0.1475558850808102
4,0.999609375,0.0010675238289508827,0.97125,0.16014008515219758
5,0.999453125,0.0014110124200045072,0.97859375,0.13518412786633036
6,0.999609375,0.0010718092650784427,0.9871875,0.08355866224947932
7,0.9994140625,0.0014796095140945731,0.9709375,0.1700630647320213
8,0.9998046875,0.000883151602284542,0.98765625,0.07489897455455206
9,0.999296875,0.0016186279199401099,0.98484375,0.08748168189712942
