epoch,acc,loss,val_acc,val_loss
0,0.9987890625,0.0028736865362077426,0.98734375,0.056357831779425854
1,0.998671875,0.0037005578610967405,0.9884375,0.06257074665003075
2,0.9991015625,0.0026640471937027853,0.98796875,0.06387488863767203
3,0.999296875,0.0019900578257578874,0.9890625,0.056300302466866015
4,0.9993359375,0.0021058545903787974,0.9853125,0.06756585019196336
5,0.9987109375,0.003461810113720816,0.9875,0.06530654277982194
6,0.9994140625,0.0018886457742955543,0.9878125,0.06776921999201022
7,0.999609375,0.00114934979825005,0.98828125,0.05727853882183126
8,0.999375,0.0019438482914353016,0.9840625,0.07221267943274143
9,0.99953125,0.0017353729649283167,0.98765625,0.06677578803528376
