epoch,acc,loss,val_acc,val_loss
0,0.998359375,0.004110442052620158,0.98515625,0.06935664248176181
1,0.9986328125,0.003376549051367732,0.986875,0.06480801158131726
2,0.9988671875,0.0027501049743114694,0.9884375,0.06139675210960632
3,0.9989453125,0.0025716337921101486,0.9878125,0.0749849686228049
4,0.999453125,0.0017351010458656901,0.98765625,0.06334620814567415
5,0.9989453125,0.002980188850922403,0.98515625,0.07680361084791003
6,0.9990234375,0.002802315020874033,0.98671875,0.0833234911935142
7,0.99890625,0.002700875704150576,0.9896875,0.05210207998886744
8,0.99921875,0.00203162801524897,0.98828125,0.06913254281716945
9,0.9990625,0.0027976919087076622,0.9678125,0.17083887051281635
