epoch,acc,loss,val_acc,val_loss
0,0.998984375,0.003599245088972509,0.9371875,0.31875164414756
1,0.99890625,0.0027736040331092227,0.98453125,0.06882931903532154
2,0.998984375,0.0030764584081390467,0.98625,0.06459364727094907
3,0.99921875,0.0021603415164153715,0.9790625,0.08808705634466606
4,0.9991015625,0.002999482597415977,0.97578125,0.12043860593406862
5,0.9989453125,0.0036376915299725,0.98609375,0.07341427125533301
6,0.9997265625,0.0014108548153197375,0.98875,0.05090305062763946
7,0.9996484375,0.0015994584457317274,0.9903125,0.0451679438348674
8,0.9990625,0.0031719864335093464,0.97890625,0.085401918934258
9,0.9990625,0.0027388800745380593,0.98734375,0.06118827575837258
