epoch,acc,loss,val_acc,val_loss
0,0.9991796875,0.002331887650732867,0.9928125,0.04581272172122624
1,0.9995703125,0.0014156950695382875,0.98875,0.06323867829896698
2,0.999296875,0.0021111984317141366,0.9890625,0.05647984089965462
3,0.999375,0.0019543667024139923,0.98875,0.060007707594719475
4,0.9991015625,0.0025015732987975882,0.98890625,0.05891503641427107
5,0.9995703125,0.001278450722400315,0.98578125,0.07256569032423797
6,0.9996484375,0.0012610205000554587,0.98984375,0.0573349006842227
7,0.999609375,0.00123030796368381,0.98796875,0.07141527019225208
8,0.9989453125,0.002692185127014426,0.9909375,0.05383429255919964
9,0.9995703125,0.0018004481916280212,0.97609375,0.13139490690292718
