epoch,acc,loss,val_acc,val_loss
0,0.999140625,0.002648327894291711,0.9690625,0.18739099086013083
1,0.9991796875,0.002257908318216195,0.985,0.10338227178140187
2,0.999453125,0.0017032594711930927,0.98671875,0.07114709351755664
3,0.999453125,0.0017659847898534764,0.98640625,0.08115886870808481
4,0.99953125,0.0017716672848665383,0.98875,0.05981892002576046
5,0.999453125,0.0014194126332489887,0.98296875,0.10249813205361762
6,0.9994921875,0.0017484869691329764,0.9896875,0.058163461548128195
7,0.999609375,0.0015603345196052133,0.98765625,0.07301317817757905
8,0.9994140625,0.0017188245853200356,0.98203125,0.08896615180963635
9,0.999609375,0.0015345513446587589,0.9828125,0.08629677806637119
