epoch,acc,loss,val_acc,val_loss
0,0.761484375,0.6275452801585197,0.81765625,0.36602821975946426
1,0.8444921875,0.3343215637654066,0.870625,0.3082787048816681
2,0.8786328125,0.29127189200371506,0.90046875,0.2557249617576599
3,0.8927734375,0.2594205216690898,0.90546875,0.2407178661227226
4,0.9005859375,0.24393671145662665,0.91515625,0.21289183385670185
5,0.90765625,0.22079163677990438,0.9209375,0.19858317106962203
6,0.9076953125,0.22305564934387803,0.92234375,0.20094517506659032
7,0.9170703125,0.203633779771626,0.92609375,0.18939126685261726
8,0.921015625,0.1974284804612398,0.93015625,0.17532937008887528
9,0.9244140625,0.1916619889251888,0.93890625,0.16317155405879022
10,0.9285546875,0.18205511287786066,0.93546875,0.1654993874579668
11,0.9287890625,0.17960442681796848,0.9375,0.16691841676831246
12,0.931484375,0.17370726047083734,0.93703125,0.16273693479597567
13,0.9354296875,0.16759495621547102,0.9371875,0.16372897900640965
14,0.9359765625,0.1681386174913496,0.94171875,0.15311762936413287
15,0.9382421875,0.1574425906408578,0.9465625,0.1482663392275572
16,0.93921875,0.15620953142642974,0.9484375,0.1414371505007148
17,0.9384375,0.15847608300857247,0.93734375,0.16370191648602486
18,0.94140625,0.15170182086527348,0.95125,0.13744304720312356
19,0.9415234375,0.15054807887412608,0.94875,0.13933548353612424
