epoch,acc,loss,val_acc,val_loss
0,0.9741796875,0.07183406365540577,0.97953125,0.05453646752052009
1,0.9860546875,0.03731412134598941,0.97390625,0.07370999435894192
2,0.988046875,0.032095051166252234,0.98046875,0.05187166071264073
3,0.990859375,0.02556132093130145,0.98140625,0.05120388688403182
4,0.99109375,0.02338267747516511,0.9765625,0.06551164264325053
5,0.99203125,0.022530464329465757,0.9859375,0.040128077145200225
6,0.9926171875,0.021039923767675647,0.97921875,0.06373354436946102
7,0.9934375,0.01829584884108044,0.98625,0.04316703621298075
8,0.9945703125,0.01704175449136528,0.98484375,0.04639686655253172
9,0.9945703125,0.01625661221703922,0.97375,0.0783349571574945
10,0.9944921875,0.016058140157838352,0.98328125,0.04718117089534644
11,0.9953515625,0.014171256670233561,0.9728125,0.08368550193496048
12,0.995234375,0.014306400236600894,0.98453125,0.04661415254930034
13,0.995390625,0.014154721763843555,0.97375,0.08480270400643349
14,0.995078125,0.014340158377581246,0.9875,0.03816057291813195
15,0.9962890625,0.01194141703625064,0.96828125,0.10056714999256655
16,0.9963671875,0.011364407304026826,0.98109375,0.05408424138353439
17,0.995625,0.01273550491710921,0.98640625,0.043331625930732115
18,0.9966015625,0.010283250563879846,0.983125,0.05695979599026032
19,0.9970703125,0.009282918257886194,0.979375,0.05408059484325349
