epoch,acc,loss,val_acc,val_loss
0,0.930546875,0.19261239491868765,0.953125,0.13153774973005056
1,0.95953125,0.10762956395745277,0.95390625,0.11745460435748101
2,0.9651953125,0.09024459408596158,0.96828125,0.09095906724222004
3,0.9673046875,0.08318182296352461,0.97296875,0.07375675010494888
4,0.9722265625,0.07382858492899685,0.97546875,0.07326111597009004
5,0.9726953125,0.07166314403526484,0.9771875,0.06486982612870634
6,0.9746875,0.06649514005403034,0.9784375,0.061898075845092534
7,0.9761328125,0.06473170465789735,0.97625,0.06686403547879309
8,0.9779296875,0.06094192069489509,0.9709375,0.07300157493911684
9,0.977421875,0.05759798865998164,0.97875,0.059024274814873934
10,0.9805078125,0.05497694061137736,0.9771875,0.06568192196078598
11,0.9792578125,0.05474865068797954,0.97953125,0.06246385782957077
12,0.980234375,0.05364340185886249,0.964375,0.09293164132162929
13,0.9808984375,0.049442313963081685,0.9775,0.0580928264092654
14,0.9812109375,0.049025641117477786,0.97265625,0.07256962432526053
15,0.982578125,0.0477858296665363,0.97921875,0.06228386911563575
16,0.981796875,0.05028428449353669,0.97421875,0.0674008667608723
17,0.9831640625,0.04525468766223639,0.979375,0.057025103501509876
18,0.98328125,0.04404592454695375,0.98078125,0.05425828395877033
19,0.982578125,0.0449172174121486,0.96171875,0.11021463627927006
