epoch,acc,loss,val_acc,val_loss
0,0.98328125,0.04467573087051278,0.9825,0.052318623987957835
1,0.99046875,0.028850198845466368,0.97015625,0.09346009476576
2,0.991015625,0.02544072268967284,0.975625,0.07216627096757293
3,0.9928515625,0.02050135015437263,0.98453125,0.04728914631414227
4,0.9939453125,0.01776053078181576,0.97859375,0.057639804263599215
5,0.994609375,0.015704451119308942,0.981875,0.0569460340612568
6,0.9946484375,0.015060510913754115,0.9615625,0.14123876604251565
7,0.9953125,0.01363656308159989,0.98640625,0.04851780284778215
8,0.9955078125,0.013289043610166118,0.98640625,0.04474512343178503
9,0.9961328125,0.012509785750989977,0.97703125,0.0738071311690146
10,0.996796875,0.009749569886043901,0.98203125,0.05716412591165863
11,0.997109375,0.009181958373264933,0.98328125,0.048110999462660405
12,0.996484375,0.010510361743363318,0.9784375,0.07688380395993591
13,0.9972265625,0.008936270658196008,0.9846875,0.04434946461406071
14,0.997265625,0.008617883768729372,0.97296875,0.08158102847635745
15,0.9970703125,0.00862928202834155,0.9840625,0.05307960816950072
16,0.9973828125,0.007634439137027584,0.98078125,0.062003706270479596
17,0.9977734375,0.0071689137256726095,0.98109375,0.07817021217662841
18,0.9980078125,0.006596790017283638,0.9853125,0.04925020610389765
19,0.99765625,0.006974405044875311,0.9828125,0.06157687005164916
