epoch,acc,loss,val_acc,val_loss
0,0.99671875,0.009972617054845614,0.990625,0.02660192698778701
1,0.99640625,0.009989701502481694,0.99015625,0.03307299154592329
2,0.9969921875,0.009172906698622682,0.985,0.050616947201197034
3,0.996640625,0.00967258834902168,0.9890625,0.03346021980061778
4,0.9966796875,0.010279490692494165,0.988125,0.04364625608010101
5,0.9965234375,0.009566847283090284,0.98890625,0.03636982467083726
6,0.997109375,0.008299088490875874,0.99140625,0.0260808845045176
7,0.9970703125,0.008951993550708722,0.98578125,0.041564910277811576
8,0.997421875,0.007905933277452277,0.99234375,0.027592512452538357
9,0.9970703125,0.008216049403999932,0.9903125,0.031150475702743277
