epoch,acc,loss,val_acc,val_loss
0,0.9976953125,0.006544607604073462,0.98984375,0.0355161775223678
1,0.9976953125,0.006012884445026429,0.9915625,0.028366731480937234
2,0.9980859375,0.006262519686650876,0.98671875,0.05413259069784544
3,0.9982421875,0.006097929473789918,0.9884375,0.03863420797217259
4,0.998359375,0.005245757408008558,0.99125,0.02855404987869406
5,0.9983984375,0.0050199770242682,0.97421875,0.12055552867325786
6,0.9983984375,0.0057427053382718895,0.99078125,0.0311063320919493
7,0.9974609375,0.006815082949137832,0.9909375,0.03778091236859837
8,0.998046875,0.005172139437138412,0.99265625,0.028492897808755514
9,0.998046875,0.005273131064265044,0.9928125,0.027490449959295803
