epoch,acc,loss,val_acc,val_loss
0,0.9986328125,0.004301300393404972,0.988125,0.04073538677385614
1,0.99859375,0.0038394409675086647,0.98578125,0.06290841736437869
2,0.998671875,0.00398480967032242,0.99265625,0.03469354006414505
3,0.9985546875,0.004748744939142853,0.99125,0.039521950993557764
4,0.998515625,0.004382601665613492,0.9884375,0.03805413392470655
5,0.9986328125,0.003800474953642947,0.98640625,0.05364779895926404
6,0.998046875,0.006066905902479221,0.9925,0.02497313055530867
7,0.99796875,0.004894863878437263,0.98375,0.06613429810662637
8,0.9987890625,0.0040741852873941295,0.96109375,0.21825610007566865
9,0.9986328125,0.0041968466913266415,0.9853125,0.055778017159946104
