epoch,acc,loss,val_acc,val_loss
0,0.9993359375,0.0019058231419096926,0.98640625,0.0629144513733172
1,0.9994921875,0.001463590617393038,0.99109375,0.0477331214638393
2,0.999375,0.0016706519735210001,0.99078125,0.050503778360213684
3,0.999375,0.0020928463531527087,0.98515625,0.06517013721118474
4,0.9987890625,0.0035853626377616975,0.98609375,0.07244453669006319
5,0.9992578125,0.001864682114846552,0.9925,0.029346137714958472
6,0.9991796875,0.002352260849164303,0.989375,0.06496964702037986
7,0.999375,0.001687158175471204,0.9925,0.03206261516457687
8,0.9991015625,0.002094913655774775,0.9896875,0.051020543566755804
9,0.9993359375,0.0020266694760784354,0.99015625,0.05066851181614197
