epoch,acc,loss,val_acc,val_loss
0,0.9871875,0.039342688610449844,0.989375,0.02796692266856553
1,0.987890625,0.03401046858631162,0.9921875,0.02638796832994558
2,0.9902734375,0.028867862141269143,0.9915625,0.02530095471069217
3,0.9907421875,0.02751013811044686,0.99265625,0.022185403318726458
4,0.991484375,0.024321862277338367,0.9934375,0.022926089175452944
5,0.99234375,0.023584190230358217,0.988125,0.03209561487456085
6,0.9919140625,0.02425316853375989,0.99,0.029594171649368946
7,0.992734375,0.022615218171013113,0.99,0.03310151985351695
8,0.9926171875,0.02091394570939883,0.9940625,0.02076073782402091
9,0.9931640625,0.02104347024462186,0.98953125,0.031701573865721006
